x,y
0.0,12.1
0.0,9.8
0.9,7.48
0.9,9.8
48.0,7.3
52.0,7.2
56.0,8.0
59.0,5.9
60.2,8.8
99.2,6.85
107.2,6.62
118.95,5.05
125.6,5.75
128.3,4.9
139.0,3.85
150.15,4.4
151.75,4.45
153.4,5.0
156.4,3.5
158.8,3.3
175.0,3.6
178.8,3.32
180.2,4.0
195.35,4.02
199.0,3.9
200.23,3.88
200.34,3.48
211.25,3.29
214.0,2.6
217.61,2.55
224.61,2.31
237.8,3.36
239.1,3.67
243.01,2.98
246.44,3.88
249.64,3.65
250.34,3.39
258.14,3.2
261.14,3.15
295.0,3.1
296.14,2.53
302.12,2.53
305.06,3.57
305.36,4.41
309.45,4.41
312.92,5.48
316.23,6.01
318.0,5.92
320.46,11.85
